       12800           3
  -2.0000000000000000        0.0000000000000000       0.10000000000000001
  -1.9843260188087775        0.0000000000000000       0.10000000000000001
  -1.9686520376175549        0.0000000000000000       0.10000000000000001
  -1.9529780564263324        0.0000000000000000       0.10000000000000001
  -1.9373040752351098        0.0000000000000000       0.10000000000000001
  -1.9216300940438871        0.0000000000000000       0.10000000000000001
  -1.9059561128526645        0.0000000000000000       0.10000000000000001
  -1.8902821316614420        0.0000000000000000       0.10000000000000001
  -1.8746081504702194        0.0000000000000000       0.10000000000000001
  -1.8589341692789969        0.0000000000000000       0.10000000000000001
  -1.8432601880877744        0.0000000000000000       0.10000000000000001
  -1.8275862068965518        0.0000000000000000       0.10000000000000001
  -1.8119122257053291        0.0000000000000000       0.10000000000000001
  -1.7962382445141065        0.0000000000000000       0.10000000000000001
  -1.7805642633228840        0.0000000000000000       0.10000000000000001
  -1.7648902821316614        0.0000000000000000       0.10000000000000001
  -1.7492163009404389        0.0000000000000000       0.10000000000000001
  -1.7335423197492164        0.0000000000000000       0.10000000000000001
  -1.7178683385579938        0.0000000000000000       0.10000000000000001
  -1.7021943573667713        0.0000000000000000       0.10000000000000001
  -1.6865203761755487        0.0000000000000000       0.10000000000000001
  -1.6708463949843262        0.0000000000000000       0.10000000000000001
  -1.6551724137931034        0.0000000000000000       0.10000000000000001
  -1.6394984326018809        0.0000000000000000       0.10000000000000001
  -1.6238244514106583        0.0000000000000000       0.10000000000000001
  -1.6081504702194358        0.0000000000000000       0.10000000000000001
  -1.5924764890282133        0.0000000000000000       0.10000000000000001
  -1.5768025078369905        0.0000000000000000       0.10000000000000001
  -1.5611285266457680        0.0000000000000000       0.10000000000000001
  -1.5454545454545454        0.0000000000000000       0.10000000000000001
  -1.5297805642633229        0.0000000000000000       0.10000000000000001
  -1.5141065830721003        0.0000000000000000       0.10000000000000001
  -1.4984326018808778        0.0000000000000000       0.10000000000000001
  -1.4827586206896552        0.0000000000000000       0.10000000000000001
  -1.4670846394984327        0.0000000000000000       0.10000000000000001
  -1.4514106583072102        0.0000000000000000       0.10000000000000001
  -1.4357366771159876        0.0000000000000000       0.10000000000000001
  -1.4200626959247651        0.0000000000000000       0.10000000000000001
  -1.4043887147335423        0.0000000000000000       0.10000000000000001
  -1.3887147335423198        0.0000000000000000       0.10000000000000001
  -1.3730407523510972        0.0000000000000000       0.10000000000000001
  -1.3573667711598747        0.0000000000000000       0.10000000000000001
  -1.3416927899686522        0.0000000000000000       0.10000000000000001
  -1.3260188087774294        0.0000000000000000       0.10000000000000001
  -1.3103448275862069        0.0000000000000000       0.10000000000000001
  -1.2946708463949843        0.0000000000000000       0.10000000000000001
  -1.2789968652037618        0.0000000000000000       0.10000000000000001
  -1.2633228840125392        0.0000000000000000       0.10000000000000001
  -1.2476489028213167        0.0000000000000000       0.10000000000000001
  -1.2319749216300941        0.0000000000000000       0.10000000000000001
