Using file 'test_job.in'
Metric: accuracy, threshold:  0.100E-01
 No regularisation set
 Momentum-based adaptive learning method
 momentum =  0.9000000    
 Dropout method: none
 ======PARAMETERS======
 shuffle dataset: T
 batch learning: T
 learning rate:  9.9999998E-03
 number of epochs:          10
 number of filters:          32
 hidden layers:         100
 ======================
 Data read
 Data read
 Shuffling training dataset...
 Training dataset shuffled
 Initialising CNN...
 CONV2D input gradients turned off
CONV2D activation function: relu
CONV2D kernel initialiser: he_uniform
CONV2D bias initialiser: zeros
FULL activation function: relu
FULL kernel initialiser: he_uniform
FULL bias initialiser: he_uniform
FULL activation function: softmax
FULL kernel initialiser: glorot_uniform
FULL bias initialiser: glorot_uniform
 Loss method: Categorical Cross Entropy
 layer:           1 inpt
          30          30           1
          30          30           1
 layer:           2 conv
          28          28           1
          28          28          32
 layer:           3 pool
          28          28          32
          14          14          32
 layer:           4 full
        6272
         100
 layer:           5 full
         100
          10
 NUMBER OF LAYERS           6
 Starting training...
epoch=1, batch=1, learning_rate=.010, loss=2.367, accuracy=.094
epoch=1, batch=20, learning_rate=.010, loss=2.071, accuracy=.280
epoch=1, batch=40, learning_rate=.010, loss=1.612, accuracy=.489
epoch=1, batch=60, learning_rate=.010, loss=1.367, accuracy=.567
epoch=1, batch=80, learning_rate=.010, loss=1.179, accuracy=.634
epoch=1, batch=100, learning_rate=.010, loss=1.042, accuracy=.680
epoch=1, batch=120, learning_rate=.010, loss=.946, accuracy=.711
epoch=1, batch=140, learning_rate=.010, loss=.875, accuracy=.735
epoch=1, batch=160, learning_rate=.010, loss=.825, accuracy=.750
epoch=1, batch=180, learning_rate=.010, loss=.773, accuracy=.765
epoch=1, batch=200, learning_rate=.010, loss=.734, accuracy=.776
epoch=1, batch=220, learning_rate=.010, loss=.710, accuracy=.786
epoch=1, batch=240, learning_rate=.010, loss=.684, accuracy=.795
epoch=1, batch=260, learning_rate=.010, loss=.660, accuracy=.802
epoch=1, batch=280, learning_rate=.010, loss=.639, accuracy=.808
epoch=1, batch=300, learning_rate=.010, loss=.623, accuracy=.812
epoch=1, batch=320, learning_rate=.010, loss=.607, accuracy=.817
epoch=1, batch=340, learning_rate=.010, loss=.597, accuracy=.820
epoch=1, batch=360, learning_rate=.010, loss=.582, accuracy=.824
epoch=1, batch=380, learning_rate=.010, loss=.571, accuracy=.828
epoch=1, batch=400, learning_rate=.010, loss=.558, accuracy=.832
epoch=1, batch=420, learning_rate=.010, loss=.546, accuracy=.837
epoch=1, batch=440, learning_rate=.010, loss=.538, accuracy=.839
epoch=1, batch=460, learning_rate=.010, loss=.528, accuracy=.842
epoch=1, batch=480, learning_rate=.010, loss=.521, accuracy=.844
epoch=1, batch=500, learning_rate=.010, loss=.513, accuracy=.846
epoch=1, batch=520, learning_rate=.010, loss=.505, accuracy=.849
epoch=1, batch=540, learning_rate=.010, loss=.497, accuracy=.852
epoch=1, batch=560, learning_rate=.010, loss=.489, accuracy=.853
epoch=1, batch=580, learning_rate=.010, loss=.482, accuracy=.855
epoch=1, batch=600, learning_rate=.010, loss=.479, accuracy=.856
epoch=1, batch=620, learning_rate=.010, loss=.475, accuracy=.859
epoch=1, batch=640, learning_rate=.010, loss=.469, accuracy=.860
epoch=1, batch=660, learning_rate=.010, loss=.462, accuracy=.863
epoch=1, batch=680, learning_rate=.010, loss=.456, accuracy=.865
epoch=1, batch=700, learning_rate=.010, loss=.450, accuracy=.867
epoch=1, batch=720, learning_rate=.010, loss=.446, accuracy=.868
epoch=1, batch=740, learning_rate=.010, loss=.443, accuracy=.869
